EBFFFBAL_00003	K07478
ALJPOFII_00479	K03750
ALJPOFII_00480	K03752
ALJPOFII_00482	K03635
ALJPOFII_00494	K02573
ALJPOFII_00495	K02574
ALJPOFII_00502	K00930
ALJPOFII_00512	K00053
ALJPOFII_00513	K01653
ALJPOFII_00514	K01652
ALJPOFII_00515	K02535
ALJPOFII_00517	K05539
ALJPOFII_00518	K03743
ALJPOFII_00524	K00014
ALJPOFII_00525	K00275
ALJPOFII_00529	K03179
ALJPOFII_00530	K06179
ALJPOFII_00531	K03424
ALJPOFII_00533	K03501
ALJPOFII_00534	K03495
ALJPOFII_00535	K01624
ALJPOFII_00536	K00873
ALJPOFII_00538	K00812
ALJPOFII_00539	K03702
ALJPOFII_00540	K10026
ALJPOFII_00542	K03321
ALJPOFII_00543	K01736
ALJPOFII_00554	K10747
ALJPOFII_00555	K00215
ALJPOFII_00566	K08312
ALJPOFII_00569	K01586
ALJPOFII_00570	K07574
ALJPOFII_00576	K00948
ALJPOFII_00578	K13288
ALJPOFII_00579	K00766
ALJPOFII_00580	K18573
ALJPOFII_00581	K09761
ALJPOFII_00583	K00286
ALJPOFII_00584	K01091
ALJPOFII_00585	K00833
ALJPOFII_00592	K09004
ALJPOFII_00594	K07042
ALJPOFII_00598	K02518
ALJPOFII_00599	K00297
ALJPOFII_00606	K09790
ALJPOFII_00608	K02224
ALJPOFII_00615	K11179
ALJPOFII_00619	K11181
ALJPOFII_00622	K03596
ALJPOFII_00624	K00568
ALJPOFII_00627	K03474
ALJPOFII_00630	K03685
ALJPOFII_00633	K06193
ALJPOFII_00639	K03797
ALJPOFII_00640	K03496
ALJPOFII_00644	K00800
ALJPOFII_00647	K01439
ALJPOFII_00648	K00554
ALJPOFII_00649	K04751
ALJPOFII_00650	K03320
ALJPOFII_00651	K01714
ALJPOFII_00652	K07287
ALJPOFII_00655	K04752
ALJPOFII_00656	K03320
ALJPOFII_00658	K07183
ALJPOFII_00659	K03118
ALJPOFII_00662	K01523
ALJPOFII_00663	K01496
ALJPOFII_00665	K00383
ALJPOFII_00666	K02836
ALJPOFII_00667	K02956
ALJPOFII_00668	K02517
ALJPOFII_00672	K03438
ALJPOFII_00674	K11690
ALJPOFII_00675	K11689
ALJPOFII_00676	K11688
ALJPOFII_00679	K09773
ALJPOFII_00680	K01007
ALJPOFII_00691	K03695
ALJPOFII_00694	K00604
ALJPOFII_00695	K01755
ALJPOFII_00697	K01749
ALJPOFII_00698	K01724
ALJPOFII_00708	K01740
ALJPOFII_00711	K06886
ALJPOFII_00712	K00088
ALJPOFII_00714	K01873
ALJPOFII_00718	K01759
ALJPOFII_00719	K06187
ALJPOFII_00722	K00281
ALJPOFII_00723	K02621
ALJPOFII_00724	K01737
ALJPOFII_00726	K01626
ALJPOFII_00728	K01665
ALJPOFII_00733	K01139
ALJPOFII_00736	K03111
ALJPOFII_00738	K09768
ALJPOFII_00744	K03074
ALJPOFII_00745	K03072
ALJPOFII_00747	K01875
ALJPOFII_00750	K03672
ALJPOFII_00752	K00208
ALJPOFII_00757	K07139
ALJPOFII_00758	K08303
ALJPOFII_00763	K21636
ALJPOFII_00766	K02357
ALJPOFII_00768	K01783
ALJPOFII_00769	K15633
ALJPOFII_00770	K06942
ALJPOFII_00771	K01056
ALJPOFII_00773	K08869
ALJPOFII_00775	K03183
ALJPOFII_00776	K01647
ALJPOFII_00777	K15724
ALJPOFII_00778	K00145
ALJPOFII_00779	K01961
ALJPOFII_00780	K02160
ALJPOFII_00781	K03786
ALJPOFII_00782	K04084
ALJPOFII_00787	K03186
ALJPOFII_00789	K07305
ALJPOFII_00792	K03978
ALJPOFII_00795	K03545
ALJPOFII_00796	K01358
ALJPOFII_00797	K03544
ALJPOFII_00798	K03665
ALJPOFII_00801	K07673
ALJPOFII_00802	K03650
ALJPOFII_00804	K00337
ALJPOFII_00808	K00341
ALJPOFII_00809	K00342
ALJPOFII_00813	K02169
ALJPOFII_00816	K15257
ALJPOFII_00818	K02838
ALJPOFII_00830	K02495
ALJPOFII_00832	K00376
ALJPOFII_00833	K07218
ALJPOFII_00837	K19339
ALJPOFII_00843	K01207
ALJPOFII_00849	K00537
ALJPOFII_00850	K00799
ALJPOFII_00859	K00655
ALJPOFII_00861	K07040
ALJPOFII_00862	K02911
ALJPOFII_00863	K03621
ALJPOFII_00864	K00648
ALJPOFII_00869	K09457
ALJPOFII_00871	K03628
ALJPOFII_00874	K01885
ALJPOFII_00877	K05837
ALJPOFII_00879	K07258
ALJPOFII_00880	K00824
ALJPOFII_00886	K00566
ALJPOFII_00890	K04754
ALJPOFII_00891	K01955
ALJPOFII_00892	K03624
ALJPOFII_00894	K01637
ALJPOFII_00895	K00906
ALJPOFII_00896	K02553
ALJPOFII_00899	K02884
ALJPOFII_00903	K03469
ALJPOFII_00904	K01953
ALJPOFII_00905	K01702
ALJPOFII_00906	K01704
ALJPOFII_00907	K03550
ALJPOFII_00915	K02992
ALJPOFII_00916	K02950
ALJPOFII_00917	K01104
ALJPOFII_00918	K02467
ALJPOFII_00922	K00820
ALJPOFII_00923	K05785
ALJPOFII_00926	K02448
ALJPOFII_00929	K00820
ALJPOFII_00935	K02887
ALJPOFII_00936	K01889
ALJPOFII_00937	K01890
ALJPOFII_00943	K01845
ALJPOFII_00945	K00943
ALJPOFII_00946	K07082
ALJPOFII_00955	K03981
ALJPOFII_00956	K03500
ALJPOFII_00959	K00820
ALJPOFII_00960	K05785
ALJPOFII_00965	K01934
ALJPOFII_00971	K03149
ALJPOFII_00973	K01673
ALJPOFII_00980	K03530
ALJPOFII_00984	K02195
ALJPOFII_00989	K03593
ALJPOFII_00991	K11754
ALJPOFII_00993	K11003
ALJPOFII_00995	K01682
ALJPOFII_00996	K02913
ALJPOFII_00997	K02902
ALJPOFII_01004	K03797
ALJPOFII_01005	K03496
ALJPOFII_01009	K01802
ALJPOFII_01010	K14261
ALJPOFII_01011	K01883
ALJPOFII_01012	K03386
ALJPOFII_01014	K00052
ALJPOFII_01024	K06878
ALJPOFII_01026	K04079
ALJPOFII_01029	K00228
ALJPOFII_01031	K01915
ALJPOFII_01041	K01665
ALJPOFII_01047	K19221
ALJPOFII_01049	K04485
ALJPOFII_01050	K07738
ALJPOFII_01051	K00600
ALJPOFII_01055	K14572
ALJPOFII_01057	K07462
ALJPOFII_01062	K07659
ALJPOFII_01063	K07638
ALJPOFII_01069	K07659
ALJPOFII_01071	K03551
ALJPOFII_01072	K07107
ALJPOFII_01079	K07560
ALJPOFII_01083	K09580
ALJPOFII_01089	K00163
ALJPOFII_01091	K15778
ALJPOFII_01094	K01673
ALJPOFII_01098	K13643
ALJPOFII_01099	K00640
ALJPOFII_01109	K01951
CONPBDEB_00003	K06215
CONPBDEB_00012	K01889
CONPBDEB_00013	K01867
CONPBDEB_00043	K17871
CONPBDEB_00046	K03190
CONPBDEB_00048	K03188
CONPBDEB_00051	K01427
CONPBDEB_00053	K01895
CONPBDEB_00058	K00003
CONPBDEB_00059	K07575
CONPBDEB_00060	K02732
CONPBDEB_00064	K07442
CONPBDEB_00065	K10026
CONPBDEB_00083	K02946
CONPBDEB_00086	K00058
CONPBDEB_00098	K00798
CONPBDEB_00100	K07023
CONPBDEB_00105	K01496
CONPBDEB_00107	K02434
CONPBDEB_00108	K02433
CONPBDEB_00112	K06863
CONPBDEB_00122	K03265
CONPBDEB_00125	K01687
CONPBDEB_00128	K01658
CONPBDEB_00130	K01609
CONPBDEB_00131	K01696
CONPBDEB_00132	K01695
CONPBDEB_00133	K01937
CONPBDEB_00136	K02976
CONPBDEB_00139	K00342
CONPBDEB_00143	K22175
CONPBDEB_00144	K00333
CONPBDEB_00145	K00332
CONPBDEB_00146	K00331
CONPBDEB_00150	K20141
CONPBDEB_00153	K10754
CONPBDEB_00157	K01092
CONPBDEB_00166	K00245
CONPBDEB_00169	K00239
CONPBDEB_00184	K03120
CONPBDEB_00186	K00616
CONPBDEB_00193	K18663
CONPBDEB_00194	K02212
CONPBDEB_00200	K03264
CONPBDEB_00203	K03671
CONPBDEB_00205	K00940
CONPBDEB_00207	K02979
CONPBDEB_00208	K02936
CONPBDEB_00209	K15778
CONPBDEB_00214	K02922
CONPBDEB_00221	K03671
CONPBDEB_00230	K06942
CONPBDEB_00232	K18779
CONPBDEB_00237	K07577
CONPBDEB_00238	K03660
CONPBDEB_00249	K13993
CONPBDEB_00258	K00053
CONPBDEB_00268	K00943
CONPBDEB_00269	K06885
CONPBDEB_00270	K09903
CONPBDEB_00279	K03320
CONPBDEB_00283	K02121
CONPBDEB_00284	K02117
CONPBDEB_00285	K02118
CONPBDEB_00286	K02120
CONPBDEB_00289	K00610
CONPBDEB_00298	K02984
CONPBDEB_00301	K14572
CONPBDEB_00309	K22102
CONPBDEB_00314	K13798
CONPBDEB_00315	K03053
CONPBDEB_00336	K01952
CONPBDEB_00337	K01952
CONPBDEB_00344	K03186
CONPBDEB_00365	K02033
CONPBDEB_00366	K02034
CONPBDEB_00374	K08776
CONPBDEB_00383	K01082
CONPBDEB_00392	K00784
CONPBDEB_00396	K01975
CONPBDEB_00398	K07176
CONPBDEB_00403	K02323
CONPBDEB_00410	K17104
CONPBDEB_00412	K00600
CONPBDEB_00415	K01915
CONPBDEB_00422	K01756
CONPBDEB_00424	K01724
CONPBDEB_00427	K01591
CONPBDEB_00428	K01518
CONPBDEB_00445	K00772
CONPBDEB_00451	K09013
CONPBDEB_00458	K13953
CONPBDEB_00460	K03263
CONPBDEB_00461	K06927
CONPBDEB_00462	K03106
CONPBDEB_00464	K01703
CONPBDEB_00473	K02050
CONPBDEB_00474	K02049
CONPBDEB_00475	K02051
CONPBDEB_00476	K01940
CONPBDEB_00479	K00145
CONPBDEB_00480	K05828
CONPBDEB_00481	K05830
CONPBDEB_00482	K06154
CONPBDEB_00483	K01655
CONPBDEB_00486	K05831
CONPBDEB_00487	K20215
CONPBDEB_00488	K14656
CONPBDEB_00489	K07732
CONPBDEB_00491	K13628
CONPBDEB_00492	K01715
CONPBDEB_00514	K04802
CONPBDEB_00515	K00928
CONPBDEB_00516	K05934
CONPBDEB_00521	K01669
CONPBDEB_00535	K03926
CONPBDEB_00539	K01512
CONPBDEB_00542	K01424
CONPBDEB_00544	K03330
CONPBDEB_00547	K09502
CONPBDEB_00570	K01495
CONPBDEB_00572	K06920
CONPBDEB_00573	K00872
CONPBDEB_00574	K06883
CONPBDEB_00576	K07124
CONPBDEB_00581	K00390
CONPBDEB_00584	K10773
CONPBDEB_00589	K02191
CONPBDEB_00590	K03394
CONPBDEB_00591	K05936
CONPBDEB_00594	K00721
CONPBDEB_00596	K10771
CONPBDEB_00598	K02683
CONPBDEB_00610	K03768
CONPBDEB_00623	K00096
CONPBDEB_00624	K03433
CONPBDEB_00630	K05710
CONPBDEB_00635	K09817
CONPBDEB_00638	K13787
CONPBDEB_00640	K06981
CONPBDEB_00644	K03058
CONPBDEB_00649	K02823
CONPBDEB_00650	K17828
CONPBDEB_00651	K14564
CONPBDEB_00652	K04795
CONPBDEB_00654	K00555
CONPBDEB_00655	K02427
CONPBDEB_00662	K15635
CONPBDEB_00671	K00175
CONPBDEB_00672	K00174
CONPBDEB_00677	K11131
CONPBDEB_00686	K00611
CONPBDEB_00689	K03163
CONPBDEB_00700	K11645
CONPBDEB_00701	K11646
CONPBDEB_00702	K03785
CONPBDEB_00704	K00014
CONPBDEB_00705	K00891
CONPBDEB_00707	K06989
CONPBDEB_00708	K01736
CONPBDEB_00710	K04517
CONPBDEB_00712	K03147
CONPBDEB_00713	K21219
CONPBDEB_00715	K00621
CONPBDEB_00719	K01698
CONPBDEB_00721	K06950
CONPBDEB_00726	K00927
CONPBDEB_00729	K11717
CONPBDEB_00730	K05710
CONPBDEB_00732	K09014
CONPBDEB_00734	K02303
CONPBDEB_00735	K01749
CONPBDEB_00736	K01845
CONPBDEB_00741	K06929
CONPBDEB_00742	K11785
CONPBDEB_00761	K03234
CONPBDEB_00770	K14440
CONPBDEB_00771	K07157
CONPBDEB_00773	K02986
CONPBDEB_00774	K02952
CONPBDEB_00778	K07238
CONPBDEB_00788	K14568
CONPBDEB_00790	K00525
CONPBDEB_00814	K11808
CONPBDEB_00815	K01588
CONPBDEB_00816	K01754
CONPBDEB_00828	K02858
CONPBDEB_00829	K00794
CONPBDEB_00830	K08096
CONPBDEB_00832	K14654
CONPBDEB_00833	K03136
CONPBDEB_00834	K07254
CONPBDEB_00835	K03665
CONPBDEB_00838	K03626
CONPBDEB_00848	K00133
CONPBDEB_00849	K00817
CONPBDEB_00851	K02227
CONPBDEB_00852	K02233
CONPBDEB_00853	K19712
CONPBDEB_00855	K02929
CONPBDEB_00857	K22447
CONPBDEB_00860	K01951
CONPBDEB_00862	K07142
CONPBDEB_00866	K14170
CONPBDEB_00880	K02501
CONPBDEB_00882	K02500
CONPBDEB_00884	K01733
CONPBDEB_00885	K03148
CONPBDEB_00890	K03789
CONPBDEB_00892	K15429
CONPBDEB_00893	K06174
CONPBDEB_00897	K02600
CONPBDEB_00898	K02973
CONPBDEB_00904	K01869
CONPBDEB_00905	K01872
CONPBDEB_00909	K02864
CONPBDEB_00910	K02863
CONPBDEB_00914	K09716
CONPBDEB_00915	K00567
CONPBDEB_00918	K01610
CONPBDEB_00919	K14647
CONPBDEB_00920	K04564
CONPBDEB_00926	K03709
CONPBDEB_00937	K06910
CONPBDEB_00939	K03242
CONPBDEB_00944	K01515
CONPBDEB_00946	K06982
CONPBDEB_00947	K09722
CONPBDEB_00948	K00606
CONPBDEB_00949	K13038
CONPBDEB_00951	K08326
CONPBDEB_00953	K13148
CONPBDEB_00955	K03515
CONPBDEB_00961	K05592
CONPBDEB_00968	K06888
CONPBDEB_00970	K13953
CONPBDEB_00980	K04794
CONPBDEB_00986	K02257
CONPBDEB_00994	K03049
CONPBDEB_00996	K00767
CONPBDEB_00997	K03517
CONPBDEB_01003	K07157
CONPBDEB_01004	K00926
CONPBDEB_01013	K00772
CONPBDEB_01023	K00052
CONPBDEB_01029	K14415
CONPBDEB_01031	K03182
CONPBDEB_01033	K01868
CONPBDEB_01034	K01247
CONPBDEB_01036	K00809
CONPBDEB_01053	K21929
CONPBDEB_01058	K00366
CONPBDEB_01059	K22699
CONPBDEB_01061	K00384
CONPBDEB_01064	K12234
CONPBDEB_01068	K01881
CONPBDEB_01071	K18121
CONPBDEB_01073	K01858
CONPBDEB_01087	K09005
CONPBDEB_01090	K02428
CONPBDEB_01091	K08851
CONPBDEB_01105	K02275
CONPBDEB_01108	K06988
CONPBDEB_01115	K08963
CONPBDEB_01142	K01939
CONPBDEB_01149	K03058
CONPBDEB_01161	K17081
CONPBDEB_01167	K05934
CONPBDEB_01168	K00928
CONPBDEB_01169	K17757
CONPBDEB_01170	K01439
CONPBDEB_01182	K01480
CONPBDEB_01183	K01868
CONPBDEB_01189	K00809
CONPBDEB_01194	K03014
CONPBDEB_01203	K03769
CONPBDEB_01209	K01916
CONPBDEB_01210	K01883
CONPBDEB_01213	K04799
CONPBDEB_01224	K01130
CONPBDEB_01226	K01641
CONPBDEB_01228	K01935
CONPBDEB_01230	K01012
CONPBDEB_01237	K03432
CONPBDEB_01240	K02925
CONPBDEB_01243	K02958
CONPBDEB_01244	K02890
CONPBDEB_01256	K00067
CONPBDEB_01260	K03768
CONPBDEB_01262	K03399
CONPBDEB_01264	K03547
CONPBDEB_01265	K01992
CONPBDEB_01266	K01990
CONPBDEB_01285	K01170
CONPBDEB_01287	K10747
CONPBDEB_01289	K01622
CONPBDEB_01295	K01652
CONPBDEB_01297	K01649
CONPBDEB_01298	K00052
CONPBDEB_01300	K09759
CONPBDEB_01301	K02031
CONPBDEB_01306	K06944
CONPBDEB_01307	K22223
CONPBDEB_01312	K07577
CONPBDEB_01313	K03660
CONPBDEB_01320	K02955
CONPBDEB_01334	K06898
CONPBDEB_01335	K00024
CONPBDEB_01337	K06864
CONPBDEB_01341	K03053
CONPBDEB_01342	K13798
CONPBDEB_01344	K15865
CONPBDEB_01350	K01895
CONPBDEB_01354	K01933
CONPBDEB_01355	K06869
CONPBDEB_01358	K11781
CONPBDEB_01359	K11780
CONPBDEB_01364	K03120
CONPBDEB_01371	K09140
CONPBDEB_01373	K02035
CONPBDEB_01375	K08979
CONPBDEB_01381	K11212
CONPBDEB_01390	K09874
CONPBDEB_01394	K07086
CONPBDEB_01395	K03306
CONPBDEB_01396	K07220
CONPBDEB_01407	K06941
CONPBDEB_01414	K02626
CONPBDEB_01422	K17360
CONPBDEB_01427	K01903
CONPBDEB_01430	K01945
CONPBDEB_01432	K01491
CONPBDEB_01435	K11175
CONPBDEB_01438	K03701
CONPBDEB_01442	K14728
CONPBDEB_01447	K01647
CONPBDEB_01459	K11212
CONPBDEB_01485	K02319
CONPBDEB_01490	K01992
CONPBDEB_01491	K01990
CONPBDEB_01504	K02866
CONPBDEB_01514	K03455
CONPBDEB_01516	K13680
CONPBDEB_01521	K10848
CONPBDEB_01525	K12589
CONPBDEB_01526	K11600
CONPBDEB_01527	K03679
CONPBDEB_01528	K14574
CONPBDEB_01531	K02871
CONPBDEB_01532	K02960
CONPBDEB_01533	K01704
CONPBDEB_01534	K01703
CONPBDEB_01538	K01251
CONPBDEB_01542	K03265
NCADFDLM_00025	K21636
NCADFDLM_00027	K10026
NCADFDLM_00034	K09013
NCADFDLM_00035	K02426
NCADFDLM_00039	K02446
NCADFDLM_00063	K21971
NCADFDLM_00070	K03588
NCADFDLM_00080	K03386
NCADFDLM_00086	K03088
NCADFDLM_00101	K03217
NCADFDLM_00110	K02939
NCADFDLM_00112	K07304
NCADFDLM_00114	K06878
NCADFDLM_00115	K03354
NCADFDLM_00116	K00794
NCADFDLM_00118	K03797
NCADFDLM_00121	K00973
NCADFDLM_00148	K03664
NCADFDLM_00159	K00793
NCADFDLM_00163	K00783
NCADFDLM_00165	K02338
NCADFDLM_00168	K06969
NCADFDLM_00171	K02343
NCADFDLM_00172	K15223
NCADFDLM_00178	K08256
NCADFDLM_00190	K01358
NCADFDLM_00202	K03100
NCADFDLM_00205	K06960
NCADFDLM_00206	K02959
NCADFDLM_00207	K03529
NCADFDLM_00220	K10807
NCADFDLM_00221	K00526
NCADFDLM_00257	K03531
NCADFDLM_00261	K03429
NCADFDLM_00267	K02111
NCADFDLM_00271	K02108
NCADFDLM_00275	K03657
NCADFDLM_00281	K02950
NCADFDLM_00294	K01840
NCADFDLM_00295	K06934
NCADFDLM_00300	K03076
NCADFDLM_00304	K02933
NCADFDLM_00305	K02994
NCADFDLM_00306	K02954
NCADFDLM_00309	K02874
NCADFDLM_00311	K09812
NCADFDLM_00319	K13207
NCADFDLM_00331	K02935
NCADFDLM_00342	K07560
NCADFDLM_00350	K03074
NCADFDLM_00361	K02027
NCADFDLM_00364	K00554
NCADFDLM_00366	K06182
NCADFDLM_00380	K00980
NCADFDLM_00393	K06131
NCADFDLM_00395	K02316
NCADFDLM_00410	K03655
NCADFDLM_00437	K01875
NCADFDLM_00438	K14656
NCADFDLM_00442	K07056
NCADFDLM_00447	K00604
NCADFDLM_00452	K15234
NCADFDLM_00453	K15233
NCADFDLM_00454	K15232
NCADFDLM_00460	K17686
NCADFDLM_00468	K19005
NCADFDLM_00469	K02357
NCADFDLM_00485	K07042
NCADFDLM_00487	K03043
NCADFDLM_00488	K03466
NCADFDLM_00490	K03553
NCADFDLM_00498	K16302
NCADFDLM_00516	K02503
NCADFDLM_00532	K00791
NCADFDLM_00536	K03702
NCADFDLM_00537	K03695
NCADFDLM_00546	K03496
NCADFDLM_00547	K03497
NCADFDLM_00551	K01810
NCADFDLM_00553	K01880
NCADFDLM_00556	K03439
NCADFDLM_00561	K03768
NCADFDLM_00564	K02340
NCADFDLM_00567	K02879
NCADFDLM_00569	K02996
NCADFDLM_00572	K01159
NCADFDLM_00574	K03654
NCADFDLM_00592	K03118
NCADFDLM_00593	K14165
NCADFDLM_00595	K03040
NCADFDLM_00600	K02909
NCADFDLM_00605	K13281
AOKKDOKI_00004	K08679
AOKKDOKI_00005	K00012
AOKKDOKI_00010	K03606
AOKKDOKI_00011	K00860
AOKKDOKI_00020	K03111
AOKKDOKI_00022	K02237
AOKKDOKI_00024	K03701
AOKKDOKI_00026	K02879
AOKKDOKI_00027	K03040
AOKKDOKI_00028	K02986
AOKKDOKI_00029	K02948
AOKKDOKI_00030	K02952
AOKKDOKI_00031	K02919
AOKKDOKI_00032	K03076
AOKKDOKI_00033	K02876
AOKKDOKI_00034	K02907
AOKKDOKI_00035	K02988
AOKKDOKI_00036	K02881
AOKKDOKI_00037	K02933
AOKKDOKI_00038	K02994
AOKKDOKI_00039	K02954
AOKKDOKI_00040	K02931
AOKKDOKI_00041	K02895
AOKKDOKI_00042	K02874
AOKKDOKI_00043	K02961
AOKKDOKI_00045	K02878
AOKKDOKI_00046	K02982
AOKKDOKI_00047	K02890
AOKKDOKI_00048	K02965
AOKKDOKI_00049	K02886
AOKKDOKI_00050	K02892
AOKKDOKI_00051	K02926
AOKKDOKI_00052	K02906
AOKKDOKI_00053	K02946
AOKKDOKI_00054	K02358
AOKKDOKI_00066	K21498
AOKKDOKI_00071	K07484
AOKKDOKI_00073	K00657
AOKKDOKI_00091	K21023
AOKKDOKI_00094	K07497
AOKKDOKI_00098	K03313
AOKKDOKI_00099	K01673
AOKKDOKI_00100	K03799
AOKKDOKI_00104	K00412
AOKKDOKI_00105	K00411
AOKKDOKI_00107	K04691
AOKKDOKI_00116	K03427
AOKKDOKI_00117	K01154
AOKKDOKI_00119	K01153
AOKKDOKI_00126	K00764
AOKKDOKI_00127	K03558
AOKKDOKI_00129	K11754
AOKKDOKI_00131	K01963
AOKKDOKI_00132	K01695
AOKKDOKI_00133	K01696
AOKKDOKI_00135	K06173
AOKKDOKI_00138	K00133
AOKKDOKI_00139	K00052
AOKKDOKI_00140	K01704
AOKKDOKI_00142	K01703
AOKKDOKI_00145	K22468
AOKKDOKI_00147	K10563
AOKKDOKI_00152	K01990
AOKKDOKI_00154	K02902
AOKKDOKI_00155	K01633
AOKKDOKI_00159	K04656
AOKKDOKI_00163	K03721
AOKKDOKI_00164	K19640
AOKKDOKI_00165	K04655
AOKKDOKI_00166	K04654
AOKKDOKI_00168	K04652
AOKKDOKI_00169	K04651
AOKKDOKI_00171	K06282
AOKKDOKI_00174	K06281
AOKKDOKI_00175	K03605
AOKKDOKI_00176	K04653
AOKKDOKI_00178	K00817
AOKKDOKI_00180	K02062
AOKKDOKI_00181	K02063
AOKKDOKI_00182	K02064
AOKKDOKI_00186	K06153
AOKKDOKI_00194	K00104
AOKKDOKI_00195	K00104
AOKKDOKI_00197	K00830
AOKKDOKI_00200	K00767
AOKKDOKI_00204	K03217
AOKKDOKI_00206	K02914
AOKKDOKI_00207	K02313
AOKKDOKI_00208	K02338
AOKKDOKI_00209	K03629
AOKKDOKI_00210	K02470
AOKKDOKI_00211	K03744
AOKKDOKI_00215	K03182
AOKKDOKI_00223	K04069
AOKKDOKI_00228	K02055
AOKKDOKI_00229	K11072
AOKKDOKI_00230	K11071
AOKKDOKI_00232	K03100
AOKKDOKI_00237	K05834
AOKKDOKI_00238	K07028
AOKKDOKI_00243	K01682
AOKKDOKI_00261	K03734
AOKKDOKI_00264	K17103
AOKKDOKI_00265	K01649
AOKKDOKI_00266	K21929
AOKKDOKI_00267	K03789
AOKKDOKI_00268	K02837
AOKKDOKI_00270	K00631
AOKKDOKI_00276	K03892
AOKKDOKI_00278	K03672
AOKKDOKI_00282	K04079
AOKKDOKI_00283	K00567
AOKKDOKI_00285	K02884
AOKKDOKI_00286	K00554
AOKKDOKI_00287	K02860
AOKKDOKI_00288	K02959
AOKKDOKI_00289	K03106
AOKKDOKI_00293	K04485
AOKKDOKI_00295	K00795
AOKKDOKI_00296	K01662
AOKKDOKI_00297	K03704
AOKKDOKI_00299	K09007
AOKKDOKI_00305	K01714
AOKKDOKI_00306	K03564
AOKKDOKI_00307	K03548
AOKKDOKI_00309	K21900
AOKKDOKI_00312	K01881
AOKKDOKI_00314	K02243
AOKKDOKI_00321	K03809
AOKKDOKI_00324	K09938
AOKKDOKI_00325	K01933
AOKKDOKI_00326	K11175
AOKKDOKI_00329	K03592
AOKKDOKI_00330	K09889
AOKKDOKI_00331	K03568
AOKKDOKI_00332	K11206
AOKKDOKI_00336	K00600
AOKKDOKI_00338	K00281
AOKKDOKI_00339	K02437
AOKKDOKI_00340	K00605
AOKKDOKI_00344	K15582
AOKKDOKI_00345	K15581
AOKKDOKI_00346	K15580
AOKKDOKI_00348	K02014
AOKKDOKI_00355	K03832
AOKKDOKI_00361	K02031
AOKKDOKI_00362	K02032
AOKKDOKI_00363	K00835
AOKKDOKI_00367	K20074
AOKKDOKI_00368	K13412
AOKKDOKI_00371	K08307
AOKKDOKI_00373	K03469
AOKKDOKI_00374	K02342
AOKKDOKI_00380	K02453
AOKKDOKI_00381	K02454
AOKKDOKI_00382	K02455
AOKKDOKI_00384	K02456
AOKKDOKI_00395	K06919
AOKKDOKI_00406	K07496
AOKKDOKI_00420	K07304
AOKKDOKI_00422	K01142
AOKKDOKI_00425	K00001
AOKKDOKI_00428	K00833
AOKKDOKI_00429	K06957
AOKKDOKI_00430	K09948
AOKKDOKI_00433	K01897
AOKKDOKI_00434	K06445
AOKKDOKI_00438	K06207
AOKKDOKI_00444	K04752
AOKKDOKI_00446	K03411
AOKKDOKI_00449	K03412
AOKKDOKI_00450	K13486
AOKKDOKI_00451	K03407
AOKKDOKI_00454	K03406
AOKKDOKI_00457	K07391
AOKKDOKI_00458	K18560
AOKKDOKI_00481	K03617
AOKKDOKI_00482	K03616
AOKKDOKI_00483	K03615
AOKKDOKI_00484	K03614
AOKKDOKI_00485	K03612
AOKKDOKI_00486	K03613
AOKKDOKI_00487	K10773
AOKKDOKI_00495	K07343
AOKKDOKI_00498	K00024
AOKKDOKI_00500	K06181
AOKKDOKI_00501	K15523
AOKKDOKI_00505	K02523
AOKKDOKI_00512	K02888
AOKKDOKI_00513	K02899
AOKKDOKI_00514	K03924
AOKKDOKI_00518	K07114
AOKKDOKI_00520	K03979
AOKKDOKI_00521	K00931
AOKKDOKI_00523	K00243
AOKKDOKI_00525	K01012
AOKKDOKI_00526	K00652
AOKKDOKI_00532	K00014
AOKKDOKI_00533	K01698
AOKKDOKI_00535	K14054
AOKKDOKI_00538	K02909
AOKKDOKI_00540	K02428
AOKKDOKI_00541	K00989
AOKKDOKI_00547	K03637
AOKKDOKI_00549	K10764
AOKKDOKI_00552	K09780
AOKKDOKI_00553	K06190
AOKKDOKI_00557	K00241
AOKKDOKI_00560	K07478
AOKKDOKI_00561	K03634
AOKKDOKI_00562	K03466
AOKKDOKI_00563	K00384
AOKKDOKI_00567	K02010
AOKKDOKI_00568	K02011
AOKKDOKI_00569	K02012
AOKKDOKI_00571	K00029
AOKKDOKI_00572	K01058
AOKKDOKI_00579	K11180
AOKKDOKI_00580	K11181
AOKKDOKI_00581	K07235
AOKKDOKI_00582	K07236
AOKKDOKI_00584	K11179
AOKKDOKI_00589	K00184
AOKKDOKI_00590	K00185
AOKKDOKI_00591	K02224
AOKKDOKI_00594	K07684
AOKKDOKI_00596	K00311
AOKKDOKI_00597	K00355
AOKKDOKI_00608	K03522
AOKKDOKI_00612	K02030
AOKKDOKI_00614	K02029
AOKKDOKI_00615	K10010
AOKKDOKI_00617	K01433
AOKKDOKI_00628	K01919
AOKKDOKI_00630	K03743
AOKKDOKI_00631	K03553
AOKKDOKI_00632	K03565
AOKKDOKI_00633	K01872
AOKKDOKI_00634	K00928
AOKKDOKI_00635	K03563
AOKKDOKI_00671	K00990
AOKKDOKI_00672	K01265
AOKKDOKI_00674	K02357
AOKKDOKI_00676	K02838
AOKKDOKI_00677	K00806
